Portfolio#,3367190
Portfolio_Returns,0.3538
Portfolio_Volatility,0.361
Sharpe_Ratio,0.5964994979232694
AAPL Weight,0.406
CNP Weight,0.0341
F Weight,0.0013
GE Weight,0.0047
QCOM Weight,0.0122
TSLA Weight,0.508
WMT Weight,0.0337
